brand,subseries,모델,제품 시리즈,상태,센서 유형,크로마,스펙트럼,스펙트럼 범위,해상도,센서 모델,센서 아키텍처 (소재),셔터 유형,센서 크기,픽셀 크기,센서 비트 심도,모노크롬 픽셀 형식,최대 프레임 속도,비절연 라인,광절연 라인,전원 공급 장치,전력 소비,작동 온도 (하우징),본체 치수 (L x W x H mm),렌즈 마운트,무게,이미지 버퍼 (RAM),비휘발성 메모리 (플래시),디지털 인터페이스,YUV 픽셀 형식,RGB 픽셀 형식,베이어 픽셀 형식,양자 효율 @ 529 nm,비전 표준,양자 효율 @ 850 nm,노출 시간,게인,I/O 커넥터,특정 비절연 라인,제품 코드,필터/보호 유리,IP 등급,인터페이스 커넥터,노출 모드,게인 모드,이미지 제어 기능,트리거 모드/동기화,카메라 제어 기능,화이트 밸런스 모드,다이나믹 레인지,SNR,최대 프레임 속도 (버스트),최대 프레임 속도 ROI 모드,데이터 형식,최대 라인 속도 (트리리니어),최대 라인 속도 (단일 라인),최대 라인 속도 (쿼드리니어),사용자 데이터 메모리
Allied Vision,camera-selector-area-scan,fxo992MCX,FXO SWIR,Available,Area scan,Mono,eXtended SWIR,400 nm to 1700 nm,"2,560 × 2,048 (5.20 MP)",Sony IMX992 | InGaAs,cmos,global-shutter,"8.83 × 7.07 mm (11.31 mm, 11.4mm (Type 1/1.4))",3.45 µm × 3.45 µm,"8-Bit,10-Bit,12-Bit","mono8, mono10, mono12",132.6 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,",10 to 25VDC,External: 7 W (typical),-10 °C to 60 °C,70 × 50 × 50,C-Mount,240 g,,32000 MByte,cxp-12 with 1 connection,,,,,,,,0.0 dB to 42.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F002337,,IP30,(micro-BNC),"Manual, Auto","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","User Sets, PWM(4), Sequencer,",,,,,,,,,,
Allied Vision,camera-selector-area-scan,fxo992MCX-T,FXO SWIR,Available,Area scan,Mono,eXtended SWIR,400 nm to 1700 nm,"2,560 × 2,048 (5.20 MP)",Sony IMX992 | InGaAs | TEC,cmos,global-shutter,"8.83 × 7.07 mm (11.31 mm, 11.4mm (Type 1/1.4))",3.45 µm × 3.45 µm,"8-Bit,10-Bit,12-Bit","mono8, mono10, mono12",132.6 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,",10 to 25VDC,External: 12 W (typical),-10 °C to 60 °C,76 × 50 × 50,C-Mount,240 g,,32000 MByte,cxp-12 with 1 connection,,,,,,,,0.0 dB to 42.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F002321,,IP30,(micro-BNC),"Manual, Auto","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","User Sets, PWM(4), Sequencer,",,,,,,,,,,
Allied Vision,camera-selector-area-scan,fxo992MXGE,FXO SWIR,Available,Area scan,Mono,eXtended SWIR,400 nm to 1700 nm,"2,560 × 2,048 (5.20 MP)",Sony IMX992 | InGaAs,cmos,global-shutter,"8.83 × 7.07 mm (11.31 mm, 11.4mm (Type 1/1.4))",3.45 µm × 3.45 µm,"8-Bit,10-Bit,12-Bit","mono8, mono10, mono12",132.6 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,",10 to 25VDC,External: 10 W (typical),-10 °C to 60 °C,76 × 50 × 50,C-Mount,240 g,896 MByte,32000 MByte,10gige,,,,,,,,0.0 dB to 42.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F002338,,IP30,(RJ-45),"Manual, Auto","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","User Sets, PWM(4), Sequencer,",,,,,,,,,,
Allied Vision,camera-selector-area-scan,fxo992MXGE-T,FXO SWIR,Available,Area scan,Mono,eXtended SWIR,400 nm to 1700 nm,"2,560 × 2,048 (5.20 MP)",Sony IMX992 | InGaAs | TEC,cmos,global-shutter,"8.83 × 7.07 mm (11.31 mm, 11.4mm (Type 1/1.4))",3.45 µm × 3.45 µm,"8-Bit,10-Bit,12-Bit","mono8, mono10, mono12",132.6 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,",10 to 25VDC,External: 13 W (typical),-10 °C to 60 °C,82 × 50 × 50,C-Mount,240 g,896 MByte,32000 MByte,10gige,,,,,,,,0.0 dB to 42.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F002317,,IP30,(RJ-45),"Manual, Auto","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","User Sets, PWM(4), Sequencer,",,,,,,,,,,
Allied Vision,camera-selector-area-scan,fxo993MCX,FXO SWIR,Available,Area scan,Mono,eXtended SWIR,400 nm to 1700 nm,"2,048 × 1,536 (3.10 MP)",Sony IMX993 | InGaAs,cmos,global-shutter,"7.07 × 5.3 mm (8.83 mm, 8.9mm (Type 1/1.8))",3.45 µm × 3.45 µm,"8-Bit,12-Bit","mono8, mono12",173.4 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,",10 to 25VDC,External: 7 W (typical),-10 °C to 60 °C,70 × 50 × 50,C-Mount,240 g,,32000 MByte,cxp-12 with 1 connection,,,,,,,,0.0 dB to 42.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F002322,,IP30,(micro-BNC),"Manual, Auto","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","User Sets, PWM(4), Sequencer,",,,,,,,,,,
Allied Vision,camera-selector-area-scan,fxo993MCX-T,FXO SWIR,Available,Area scan,Mono,eXtended SWIR,400 nm to 1700 nm,"2,048 × 1,536 (3.10 MP)",Sony IMX993 | InGaAs | TEC,cmos,global-shutter,"7.07 × 5.3 mm (8.83 mm, 8.9mm (Type 1/1.8))",3.45 µm × 3.45 µm,"8-Bit,12-Bit","mono8, mono12",173.4 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,",10 to 25VDC,External: 12 W (typical),-10 °C to 60 °C,76 × 50 × 50,C-Mount,240 g,,32000 MByte,cxp-12 with 1 connection,,,,,,,,0.0 dB to 42.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F002323,,IP30,(micro-BNC),"Manual, Auto","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","User Sets, PWM(4), Sequencer,",,,,,,,,,,
Allied Vision,camera-selector-area-scan,fxo993MXGE,FXO SWIR,Available,Area scan,Mono,eXtended SWIR,400 nm to 1700 nm,"2,048 × 1,536 (3.10 MP)",Sony IMX993 | InGaAs,cmos,global-shutter,"7.07 × 5.3 mm (8.83 mm, 8.9mm (Type 1/1.8))",3.45 µm × 3.45 µm,"8-Bit,12-Bit","mono8, mono12",173.4 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,",10 to 25VDC,External: 9 W (typical),-10 °C to 60 °C,76 × 50 × 50,C-Mount,240 g,896 MByte,32000 MByte,10gige,,,,,,,,0.0 dB to 42.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F002318,,IP30,(RJ-45),"Manual, Auto","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","User Sets, PWM(4), Sequencer,",,,,,,,,,,
Allied Vision,camera-selector-area-scan,fxo993MXGE-T,FXO SWIR,Available,Area scan,Mono,eXtended SWIR,400 nm to 1700 nm,"2,048 × 1,536 (3.10 MP)",Sony IMX993 | InGaAs | TEC,cmos,global-shutter,"7.07 × 5.3 mm (8.83 mm, 8.9mm (Type 1/1.8))",3.45 µm × 3.45 µm,"8-Bit,12-Bit","mono8, mono12",173.4 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,",10 to 25VDC,External: 12 W (typical),-10 °C to 60 °C,82 × 50 × 50,C-Mount,240 g,896 MByte,32000 MByte,10gige,,,,,,,,0.0 dB to 42.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F002319,,IP30,(RJ-45),"Manual, Auto","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","User Sets, PWM(4), Sequencer,",,,,,,,,,,
Allied Vision,camera-selector-area-scan,Mako G-040,Mako,Available,Area scan,Mono or Color,Visible,,728 × 544 (0.40 MP),Sony IMX287,CMOS,Global Shutter,6.3 mm ø (Type 1/2.9),6.90 µm × 6.90 µm,12-bit,"Mono8, Mono12, Mono12Packed",286 fps,,"1 input, 3 outputs",10.8 to 26.4 VDC AUX or 802.3at Type 1 PoE,2.43 W at 12 VDC; 2.69 W PoE,5 °C to 45 °C housing temperature,61 × 29 × 29,,80 g,64 MByte,1024 KByte,"IEEE 802.3 1000BASE-T, IEEE 802.3af (PoE)","YUV411Packed, YUV422Packed, YUV444Packed","RGB8Packed, BGR8Packed","BayerRG8, BayerRG12, BayerRG12Packed",64 %,,,,,,,,,,,,,,,,,,,,,,,,,
Allied Vision,camera-selector-area-scan,Mako G-1242,Mako,Available,Area scan,Mono or Color,Visible,,"4,128 × 3,008 (12.40 MP)",Sony IMX545,CMOS,Global Shutter,14 mm ø (Type 1/1.1),2.74 µm × 2.74 µm,12-bit,"Mono8, Mono12, Mono12Packed",9 fps,,"1 input, 3 outputs",10.8 to 26.4 VDC AUX or 802.3at Type 1 PoE,3.3 W at 12 VDC; 2.9 W PoE,5 °C to 45 °C housing temperature,61 × 29 × 29,,80 g,64 MByte,1024 KByte,"IEEE 802.3 1000BASE-T, IEEE 802.3af (PoE)","YUV411Packed, YUV422Packed, YUV444Packed","RGB8Packed, BGR8Packed","BayerRG8, BayerRG12, BayerRG12Packed",66 %,,,,,,,,,,,,,,,,,,,,,,,,,
Allied Vision,camera-selector-area-scan,Mako G-131,Mako,Available,Area scan,Mono or Color,Visible,,"1,280 × 1,024 (1.30 MP)",Teledyne e2v EV76C560,CMOS,"Global Reset Shutter, Rolling Shutter",9 mm ø (Type 1/1.8),5.30 µm × 5.30 µm,8-bit or 10-bit,"Mono8, Mono10",62 fps,,"1 input, 3 outputs",10.8 to 26.4 VDC AUX or 802.3at Type 1 PoE,2.0 W at 12 VDC; 2.2 W PoE,5 °C to 45 °C housing temperature,61 × 29 × 29,,80 g,64 MByte,1024 KByte,"IEEE 802.3 1000BASE-T, IEEE 802.3af (PoE)","YUV411Packed, YUV422Packed, YUV444Packed","RGB8Packed, BGR8Packed","BayerBG8, BayerBG10",58 %,,,,,,,,,,,,,,,,,,,,,,,,,
Allied Vision,camera-selector-area-scan,Mako G-158,Mako,Available,Area scan,Mono or Color,Visible,,"1,456 × 1,088 (1.60 MP)",Sony IMX273,CMOS,Global Shutter,6.3 mm ø (Type 1/2.9),3.45 µm × 3.45 µm,12-bit,"Mono8, Mono12, Mono12Packed",75 fps,,"1 input, 3 outputs",10.8 to 26.4 VDC AUX or 802.3at Type 1 PoE,2.43 W at 12 VDC; 2.68 W PoE,5 °C to 45 °C housing temperature,61 × 29 × 29,,80 g,64 MByte,1024 KByte,"IEEE 802.3 1000BASE-T, IEEE 802.3af (PoE)","YUV411Packed, YUV422Packed, YUV444Packed","RGB8Packed, BGR8Packed","BayerRG8, BayerRG12, BayerRG12Packed",64 %,,,,,,,,,,,,,,,,,,,,,,,,,
Allied Vision,camera-selector-area-scan,Mako G-192,Mako,Available,Area scan,Mono or Color,Visible,,"1,600 × 1,200 (1.90 MP)",Teledyne e2v EV76C570,CMOS,"Global Reset Shutter, Rolling Shutter",9 mm ø (Type 1/1.8),4.50 µm × 4.50 µm,8-bit or 10-bit,"Mono8, Mono10",60 fps,,"1 input, 3 outputs",10.8 to 26.4 VDC AUX or 802.3at Type 1 PoE,2.1 W at 12 VDC; 2.4 W PoE,5 °C to 45 °C housing temperature,61 × 29 × 29,,80 g,64 MByte,1024 KByte,"IEEE 802.3 1000BASE-T, IEEE 802.3af (PoE)","YUV411Packed, YUV422Packed, YUV444Packed","RGB8Packed, BGR8Packed","BayerGB8, BayerGB10",43 %,,,,,,,,,,,,,,,,,,,,,,,,,
Allied Vision,camera-selector-area-scan,Mako G-223,Mako,Available,Area scan,Mono or Color,Visible,,"2,048 × 1,088 (2.20 MP)",CMOSIS/ams CMV2000,CMOS,Global Shutter,12.75 mm ø (Type 2/3),5.50 µm × 5.50 µm,8-bit or 12-bit,"Mono8, Mono12, Mono12Packed",49 fps,,"1 input, 3 outputs",10.8 to 26.4 VDC AUX or 802.3at Type 1 PoE,2.4 W at 12 VDC; 2.8 W PoE,5 °C to 45 °C housing temperature,61 × 29 × 29,,80 g,64 MByte,1024 KByte,"IEEE 802.3 1000BASE-T, IEEE 802.3af (PoE)","YUV411Packed, YUV422Packed, YUV444Packed","RGB8Packed, BGR8Packed","BayerGB8, BayerGB12, BayerGB12Packed",77 %,,,,,,,,,,,,,,,,,,,,,,,,,
Allied Vision,camera-selector-area-scan,Mako G-234,Mako,Available,Area scan,Mono or Color,Visible,,"1,936 × 1,216 (2.40 MP)",Sony IMX249,CMOS,Global Shutter,13.4 mm ø (Type 1/1.2),5.86 µm × 5.86 µm,10-bit or 12-bit,"Mono8, Mono12, Mono12Packed",41 fps,,"1 input, 3 outputs",10.8 to 26.4 VDC AUX or 802.3at Type 1 PoE,2.4 W at 12 VDC; 2.8 W PoE,5 °C to 45 °C housing temperature,61 × 29 × 29,,80 g,64 MByte,1024 KByte,"IEEE 802.3 1000BASE-T, IEEE 802.3af (PoE)","YUV411Packed, YUV422Packed, YUV444Packed","RGB8Packed, BGR8Packed","BayerRG8, BayerRG12, BayerRG12Packed",71 %,,,,,,,,,,,,,,,,,,,,,,,,,
Allied Vision,camera-selector-area-scan,Mako G-319,Mako,Available,Area scan,Mono or Color,Visible,300 nm to 1100 nm,"2,064 × 1,544 (3.20 MP)",Sony IMX265,CMOS,Global Shutter,9 mm ø (Type 1/1.8),3.45 µm × 3.45 µm,8-bit or 12-bit,"Mono8, Mono12, Mono12Packed",37 fps,,"1 input, 3 outputs",10.8 to 26.4 VDC AUX or 802.3at Type 1 PoE,2.3 W at 12 VDC; 2.6 W PoE,5 °C to 45 °C housing temperature,61 × 29 × 29,,80 g,64 MByte,1024 KByte,"IEEE 802.3 1000BASE-T, IEEE 802.3af (PoE)","YUV411Packed, YUV422Packed, YUV444Packed","RGB8Packed, BGR8Packed","BayerRG8, BayerRG12, BayerRG12Packed",63 %,,,,,,,,,,,,,,,,,,,,,,,,,
Allied Vision,camera-selector-area-scan,Mako G-419,Mako,Available,Area scan,Mono or Color,Visible,,"2,048 × 2,048 (4.20 MP)",CMOSIS/ams CMV4000,CMOS,Global Shutter,16.3 mm ø (Type 1),5.50 µm × 5.50 µm,8-bit or 12-bit,"Mono8, Mono12, Mono12Packed",26 fps,,"1 input, 3 outputs",10.8 to 26.4 VDC AUX or 802.3at Type 1 PoE,2.3 W at 12 VDC; 2.7 W PoE,5 °C to 45 °C housing temperature,61 × 29 × 29,,80 g,64 MByte,1024 KByte,"IEEE 802.3 1000BASE-T, IEEE 802.3af (PoE)","YUV411Packed, YUV422Packed, YUV444Packed","RGB8Packed, BGR8Packed","BayerGB8, BayerGB12, BayerGB12Packed",74 %,,,,,,,,,,,,,,,,,,,,,,,,,
Allied Vision,camera-selector-area-scan,Mako G-419 NIR,Mako,Available,Area scan,Mono,Visible-NIR,,"2,048 × 2,048 (4.20 MP)",CMOSIS/ams CMV4000 NIR,CMOS,Global Shutter,16.3 mm ø (Type 1),5.50 µm × 5.50 µm,12,"Mono8, Mono12, Mono12Packed",26 fps,,"1 input, 3 outputs",10.8 to 26.4 VDC AUX or 802.3at Type 1 PoE,2.3 W at 12 VDC; 2.7 W PoE,5 °C to 45 °C housing temperature,61 × 29 × 29,,80 g,64 MByte,,"IEEE 802.3 1000BASE-T, IEEE 802.3af (PoE)",,,,79 %,,44 %,,,,,,,,,,,,,,,,,,,,,,,
Allied Vision,camera-selector-area-scan,Mako G-419B NIR,Mako,Available,Area scan,Mono,Visible-NIR,,"2,048 × 2,048 (4.20 MP)",CMOSIS/ams CMV4000 NIR,CMOS,Global Shutter,16.3 mm ø (Type 1),5.50 µm × 5.50 µm,8-bit or 12-bit,"Mono8, Mono12, Mono12Packed",26 fps,,"1 input, 3 outputs",10.8 to 26.4 VDC AUX or 802.3at Type 1 PoE,2.3 W at 12 VDC; 2.7 W PoE,5 °C to 45 °C housing temperature,61 × 29 × 29,,80 g,64 MByte,1024 KByte,"IEEE 802.3 1000BASE-T, IEEE 802.3af (PoE)",,,,79 %,,44 %,,,,,,,,,,,,,,,,,,,,,,,
Allied Vision,camera-selector-area-scan,Mako G-507,Mako,Available,Area scan,Mono or Color,Visible,,"2,464 × 2,056 (5.10 MP)",Sony IMX264,CMOS,Global Shutter,12.75 mm ø (Type 2/3),3.45 µm × 3.45 µm,12-bit,"Mono8, Mono12, Mono12Packed",23 fps,,"1 input, 3 outputs",10.8 to 26.4 VDC AUX or 802.3at Type 1 PoE,2.3 W at 12 VDC; 2.4 W PoE,5 °C to 45 °C housing temperature,61 × 29 × 29,,80 g,64 MByte,1024 KByte,"IEEE 802.3 1000BASE-T, IEEE 802.3af (PoE)","YUV411Packed, YUV422Packed, YUV444Packed","RGB8Packed, BGR8Packed","BayerRG8, BayerRG12, BayerRG12Packed",64 %,,,,,,,,,,,,,,,,,,,,,,,,,
Allied Vision,camera-selector-area-scan,Mako G-508B POL,Mako,Available,Area scan,Mono,Visible,,"2,464 × 2,056 (5.10 MP)",Sony IMX250 Polarizer,CMOS,Global Shutter,12.75 mm ø (Type 2/3),3.45 µm × 3.45 µm,12-bit,"Mono8, Mono12, Mono12Packed",23 fps,,"1 input, 3 outputs",10.8 to 26.4 VDC AUX or 802.3at Type 1 PoE,2.4 W at 12 VDC; 2.4 W PoE,5 °C to 45 °C housing temperature,61 × 29 × 29,,80 g,64 MByte,1024 KByte,"IEEE 802.3 1000BASE-T, IEEE 802.3af (PoE)",,,,25 %,,,,,,,,,,,,,,,,,,,,,,,,,
Allied Vision,camera-selector-area-scan,Mako G-511,Mako,Available,Area scan,Mono or Color,Visible,,"2,472 × 2,064 (5.10 MP)",Sony IMX547,CMOS,Global Shutter,9 mm ø (Type 1/1.8),2.74 µm × 2.74 µm,12-bit,"Mono8, Mono12, Mono12Packed",23 fps,,"1 input, 3 outputs",10.8 to 26.4 VDC AUX or 802.3at Type 1 PoE,3.2 W at 12 VDC; 2.7 W PoE,5 °C to 45 °C housing temperature,61 × 29 × 29,,80 g,64 MByte,1024 KByte,"IEEE 802.3 1000BASE-T, IEEE 802.3af (PoE)","YUV411Packed, YUV422Packed, YUV444Packed","RGB8Packed, BGR8Packed","BayerRG8, BayerRG12, BayerRG12Packed",70 %,,,,,,,,,,,,,,,,,,,,,,,,,
Allied Vision,camera-selector-area-scan,Mako G-811,Mako,Available,Area scan,Mono or Color,Visible,,"2,856 × 2,848 (8.10 MP)",Sony IMX546,CMOS,Global Shutter,12.75 mm ø (Type 2/3),2.74 µm × 2.74 µm,12-bit,"Mono8, Mono12, Mono12Packed",14 fps,,"1 input, 3 outputs",10.8 to 26.4 VDC AUX or 802.3at Type 1 PoE,3.3 W at 12 VDC; 2.8 W PoE,5 °C to 45 °C housing temperature,61 × 29 × 29,,80 g,64 MByte,1024 KByte,"IEEE 802.3 1000BASE-T, IEEE 802.3af (PoE)","YUV411Packed, YUV422Packed, YUV444Packed","RGB8Packed, BGR8Packed","BayerRG8, BayerRG12, BayerRG12Packed",70 %,,,,,,,,,,,,,,,,,,,,,,,,,
Allied Vision,camera-selector-area-scan,Manta G-040,Manta,Available,Area scan,Mono or Color,Visible,,728 × 544 (0.40 MP),Sony IMX287,CMOS,Global Shutter,6.3 mm ø (Type 1/2.9),6.90 µm × 6.90 µm,8-bit or 12-bit,"Mono8, Mono12Packed, Mono12",286 fps,,"2 inputs, 2 outputs",8 to 30 VDC AUX or IEEE 802.3af PoE,External power: 2.77 W at 12 VDC | Power over Ethernet: 3.23 W,5 °C to 45 °C ambient (without condensation),86 × 44 × 29,,190 g,128 MByte,1024 KByte,"IEEE 802.3 1000BASE-T, IEEE 802.3af (PoE) optional","YUV411Packed, YUV422Packed, YUV444Packed","RGB8Packed, BGR8Packed","BayerRG8, BayerRG12, BayerRG12Packed",64 %,,,,,,1,,,,,,,,,,,,,,,,,,,
Allied Vision,camera-selector-area-scan,Manta G-1236,Manta,Available,Area scan,Mono or Color,Visible,,"4,112 × 3,008 (12.40 MP)",Sony IMX304,CMOS,Global Shutter,17.6 mm ø (Type 1.1),3.45 µm × 3.45 µm,8-bit or 12-bit,"Mono8, Mono12Packed, Mono12",9 fps,,"2 inputs, 2 outputs",8 to 30 VDC AUX or IEEE 802.3af PoE,External power: 3.0 W at 12 VDC | Power over Ethernet: 3.3 W,5 °C to 45 °C ambient (without condensation),86 × 44 × 29,,190 g,128 MByte,1024 KByte,"IEEE 802.3 1000BASE-T, IEEE 802.3af (PoE) optional","YUV411Packed, YUV422Packed, YUV444Packed","RGB8Packed, BGR8Packed","BayerRG8, BayerRG12, BayerRG12Packed",64 %,,,,,,1,,,,,,,,,,,,,,,,,,,
Allied Vision,camera-selector-area-scan,Manta G-158,Manta,Available,Area scan,Mono or Color,Visible,,"1,456 × 1,088 (1.60 MP)",Sony IMX273,CMOS,Global Shutter,6.3 mm ø (Type 1/2.9),3.45 µm × 3.45 µm,8-bit or 12-bit,"Mono8, Mono12Packed, Mono12",75 fps,,"2 inputs, 2 outputs",8 to 30 VDC AUX or IEEE 802.3af PoE,External power: 2.79 W at 12 VDC | Power over Ethernet: 3.26 W,5 °C to 45 °C ambient (without condensation),86 × 44 × 29,,190 g,128 MByte,1024 KByte,"IEEE 802.3 1000BASE-T, IEEE 802.3af (PoE) optional","YUV411Packed, YUV422Packed, YUV444Packed","RGB8Packed, BGR8Packed","BayerRG8, BayerRG12, BayerRG12Packed",64 %,,,,,,1,,,,,,,,,,,,,,,,,,,
Allied Vision,camera-selector-area-scan,Manta G-1620,Manta,Available,Area scan,Mono or Color,Visible,300 nm to 1100 nm,"5,328 × 3,040 (16.20 MP)",Sony IMX542,CMOS,Global Shutter,17.6 mm ø (Type 1.1),2.74 µm × 2.74 µm,8-bit or 12-bit,"Mono8, Mono12Packed, Mono12",7 fps,,"2 inputs, 2 outputs",8 to 30 VDC AUX or IEEE 802.3af PoE,External power: 3.3 W at 12 VDC | Power over Ethernet: 3.9 W,5 °C to 45 °C ambient (without condensation),86 × 44 × 29,,190 g,128 MByte,,"IEEE 802.3 1000BASE-T, IEEE 802.3af (PoE) optional","YUV411Packed, YUV422Packed, YUV444Packed","RGB8Packed, BGR8Packed","BayerRG8, BayerRG12, BayerRG12Packed",69 %,,,,,,1,,,,,,,,,,,,,,,,,,,
Allied Vision,camera-selector-area-scan,Manta G-2040,Manta,Available,Area scan,Mono or Color,Visible,300 nm to 1100 nm,"4,512 × 4,512 (20.40 MP)",Sony IMX541,CMOS,Global Shutter,17.6 mm ø (Type 1.1),2.74 µm × 2.74 µm,8-bit or 12-bit,"Mono8, Mono12Packed, Mono12",5 fps,,"2 inputs, 2 outputs",8 to 30 VDC AUX or IEEE 802.3af PoE,External power: 3.3 W at 12 VDC | Power over Ethernet: 3.9 W,5 °C to 45 °C ambient (without condensation),86 × 44 × 29,,190 g,128 MByte,1024 KByte,"IEEE 802.3 1000BASE-T, IEEE 802.3af (PoE) optional","YUV411Packed, YUV422Packed, YUV444Packed","RGB8Packed, BGR8Packed","BayerRG8, BayerRG12, BayerRG12Packed",70 %,,,,,,1,,,,,,,,,,,,,,,,,,,
Allied Vision,camera-selector-area-scan,Manta G-223,Manta,Available,Area scan,Mono or Color,Visible,,"2,048 × 1,088 (2.20 MP)",CMOSIS/ams CMV2000,CMOS,Global Shutter,12.75 mm ø (Type 2/3),5.50 µm × 5.50 µm,8-bit or 12-bit,"Mono8, Mono12Packed, Mono12",53 fps,,"2 inputs, 2 outputs",8 to 30 VDC AUX or IEEE 802.3af PoE,External power: 2.7 W at 12 VDC | Power over Ethernet: 3.1 W,5 °C to 45 °C ambient (without condensation),86 × 44 × 29,,190 g,128 MByte,1024 KByte,"IEEE 802.3 1000BASE-T, IEEE 802.3af (PoE) optional","YUV411Packed, YUV422Packed, YUV444Packed","RGB8Packed, BGR8Packed, RGBA8Packed, BGRA8Packed","BayerGB8, BayerGB12, BayerGB12Packed",72 %,,,,,,1,,,,,,,,,,,,,,,,,,,
Allied Vision,camera-selector-area-scan,Manta G-235,Manta,Available,Area scan,Mono or Color,Visible,,"1,936 × 1,216 (2.40 MP)",Sony IMX174,CMOS,Global Shutter,13.4 mm ø (Type 1/1.2),5.86 µm × 5.86 µm,8-bit or 12-bit,"Mono8, Mono12Packed, Mono12",50 fps,,"2 inputs, 2 outputs",8 to 30 VDC AUX or IEEE 802.3af PoE,External power: 2.8 W at 12 VDC | Power over Ethernet: 3.3 W,5 °C to 45 °C ambient (without condensation),86 × 44 × 29,,190 g,128 MByte,1024 KByte,"IEEE 802.3 1000BASE-T, IEEE 802.3af (PoE) optional","YUV411Packed, YUV422Packed, YUV444Packed","RGB8Packed, BGR8Packed","BayerRG8, BayerRG12, BayerRG12Packed",70 %,,,,,,1,,,,,,,,,,,,,,,,,,,
Allied Vision,camera-selector-area-scan,Manta G-2460,Manta,Available,Area scan,Mono or Color,Visible,300 nm to 1100 nm,"5,328 × 4,608 (24.60 MP)",Sony IMX540,CMOS,Global Shutter,21.43 mm ø (Type 1.2),2.74 µm × 2.74 µm,8-bit or 12-bit,"Mono8, Mono12Packed, Mono12",4 fps,,"2 inputs, 2 outputs",8 to 30 VDC AUX or IEEE 802.3af PoE,External power: 3.2 W at 12 VDC | Power over Ethernet: 3.9 W,5 °C to 45 °C ambient (without condensation),86 × 44 × 29,,190 g,128 MByte,1024 KByte,"IEEE 802.3 1000BASE-T, IEEE 802.3af (PoE) optional","YUV411Packed, YUV422Packed, YUV444Packed","RGB8Packed, BGR8Packed","BayerRG8, BayerRG12, BayerRG12Packed",70 %,,,,,,1,,,,,,,,,,,,,,,,,,,
